"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","BuildingAge","Revonated"
"51",51,"60","RL",69,13869,"Pave","No Alley","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","6","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ","Unf",794,"GasA","Gd","Y","SBrkr",1470,"0","1","2","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Fin","2",388,"TA","TA","Y",0,75,0,0,0,0,"NoPool","NoFence","None",0,"7","2007","WD","Normal",177000,"22","22"
"52",52,"50","RM",52,6240,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf",816,"GasA","TA","Y","SBrkr",1176,"0","0","1","0","3","1","TA","6","Typ","1","Gd","Detchd","Unf","2",528,"TA","TA","Y",112,0,0,0,0,0,"NoPool","MnPrv","Shed",400,"9","2006","WD","Normal",114500,"85","69"
"53",53,"90","RM",110,8472,"Grvl","No Alley","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","LwQ","GLQ",816,"GasA","TA","N","SBrkr",816,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","CarPort","Unf","2",516,"TA","TA","Y",106,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2010","WD","Normal",110000,"56","56"
"54",54,"20","RL",68,50271,"Pave","No Alley","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story","9","5","Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ","Unf",1842,"GasA","Gd","Y","SBrkr",1842,"2","0","0","1","0","1","Gd","5","Typ","1","Gd","Attchd","Fin","3",894,"TA","TA","Y",857,72,0,0,0,0,"NoPool","NoFence","None",0,"11","2006","WD","Normal",385000,"38","32"
"55",55,"80","RL",60,7134,"Pave","No Alley","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl","5","5","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",384,"GasA","TA","Y","SBrkr",1360,"0","0","1","0","3","1","TA","6","Min1","1","TA","Detchd","Unf","2",572,"TA","TA","Y",0,50,0,0,0,0,"NoPool","MnPrv","None",0,"2","2007","WD","Normal",130000,"64","64"
"56",56,"20","RL",100,10175,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",1425,"GasA","Gd","Y","SBrkr",1425,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Attchd","RFn","2",576,"TA","TA","Y",0,0,0,407,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",180500,"55","55"
"57",57,"160","FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story","8","5","Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",970,"GasA","Ex","Y","SBrkr",1739,"1","0","2","1","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","Fin","2",480,"TA","TA","Y",115,0,0,0,0,0,"NoPool","NoFence","None",0,"8","2009","WD","Abnorml",172500,"20","19"
"58",58,"60","RL",89,11645,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",860,"GasA","Ex","Y","SBrkr",1720,"0","0","2","1","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",565,"TA","TA","Y",0,70,0,0,0,0,"NoPool","NoFence","None",0,"8","2006","WD","Normal",196500,"15","15"
"59",59,"60","RL",66,13682,"Pave","No Alley","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story","10","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf","Unf",1410,"GasA","Ex","Y","SBrkr",2945,"0","0","3","1","3","1","Gd","10","Typ","1","Gd","BuiltIn","Fin","3",641,"TA","TA","Y",192,0,37,0,0,0,"NoPool","NoFence","None",0,"10","2006","New","Partial",438780,"13","13"
"60",60,"20","RL",60,7200,"Pave","No Alley","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ","Unf",780,"GasA","Ex","Y","SBrkr",780,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","1",352,"TA","TA","Y",196,0,0,0,0,0,"NoPool","MnPrv","None",0,"1","2008","WD","Normal",124900,"47","47"
"61",61,"20","RL",63,13072,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ","Unf",1158,"GasA","Ex","Y","SBrkr",1158,"1","0","1","1","3","1","Gd","5","Typ","0","NoFirePlc","Detchd","Unf","2",576,"TA","TA","Y",0,50,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","New","Partial",158000,"15","15"
"62",62,"75","RM",60,7200,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf","5","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf","Unf",530,"GasA","TA","N","SBrkr",1111,"0","0","1","0","3","1","Fa","6","Typ","0","NoFirePlc","Detchd","Unf","1",288,"TA","TA","N",0,0,144,0,0,0,"NoPool","NoFence","None",0,"3","2007","WD","Normal",101000,"99","23"
"63",63,"120","RL",44,6442,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ","Unf",1370,"GasA","Ex","Y","SBrkr",1370,"0","0","2","0","2","1","Gd","6","Typ","1","Gd","Attchd","RFn","2",484,"TA","TA","Y",120,49,0,0,0,0,"NoPool","NoFence","None",0,"10","2007","WD","Normal",202500,"13","13"
"64",64,"70","RM",50,10300,"Pave","No Alley","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story","7","6","Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",576,"GasA","Gd","Y","SBrkr",1710,"0","0","2","0","3","1","TA","9","Typ","0","NoFirePlc","Detchd","Unf","2",480,"TA","TA","Y",12,11,64,0,0,0,"NoPool","GdPrv","None",0,"4","2010","WD","Normal",140000,"98","69"
"65",65,"60","RL",69,9375,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",1057,"GasA","Ex","Y","SBrkr",2034,"1","0","2","1","3","1","Gd","8","Typ","0","NoFirePlc","Attchd","RFn","2",645,"TA","TA","Y",576,36,0,0,0,0,"NoPool","GdPrv","None",0,"2","2009","WD","Normal",219500,"22","21"
"66",66,"60","RL",76,9591,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf","Unf",1143,"GasA","Ex","Y","SBrkr",2473,"0","0","2","1","4","1","Gd","9","Typ","1","Gd","BuiltIn","RFn","3",852,"TA","TA","Y",192,151,0,0,0,0,"NoPool","NoFence","None",0,"10","2007","WD","Normal",317000,"15","14"
"67",67,"20","RL",69,19900,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story","7","5","Gable","CompShg","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf",1947,"GasA","TA","Y","SBrkr",2207,"1","0","2","0","3","1","TA","7","Min1","1","Gd","Attchd","RFn","2",576,"TA","TA","Y",301,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2010","WD","Normal",180000,"49","30"
"68",68,"20","RL",72,10665,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",1453,"GasA","Ex","Y","SBrkr",1479,"1","0","2","0","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",558,"TA","TA","Y",144,29,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",226000,"16","16"
"69",69,"30","RM",47,4608,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story","4","6","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf","Unf",747,"GasA","TA","Y","SBrkr",747,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Attchd","Unf","1",220,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2010","WD","Normal",80000,"74","69"
"70",70,"50","RL",81,15593,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin","7","4","Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ","Unf",1304,"GasW","TA","Y","SBrkr",2287,"0","0","2","0","3","1","TA","7","Typ","1","TA","Attchd","Fin","2",667,"TA","TA","Y",0,21,114,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",225000,"66","66"
"71",71,"20","RL",95,13651,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","7","6","Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ","Unf",2223,"GasA","Ex","Y","SBrkr",2223,"1","0","2","0","3","1","TA","8","Typ","2","Gd","Attchd","Fin","2",516,"TA","TA","Y",300,0,0,0,0,0,"NoPool","NoFence","None",0,"2","2007","WD","Normal",244000,"46","46"
"72",72,"20","RL",69,7599,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","4","6","Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",845,"GasA","TA","Y","SBrkr",845,"1","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","2",360,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",129500,"37","13"
"73",73,"60","RL",74,10141,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf","Unf",832,"GasA","Gd","Y","SBrkr",1718,"0","0","2","1","3","1","TA","7","Typ","1","TA","Attchd","Fin","2",427,"TA","TA","Y",0,94,0,0,291,0,"NoPool","NoFence","None",0,"12","2009","WD","Normal",185000,"21","21"
"74",74,"20","RL",85,10200,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ","BLQ",1086,"GasA","Gd","Y","SBrkr",1086,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","2",490,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,"5","2010","WD","Normal",144900,"65","16"
"75",75,"50","RM",60,5790,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","3","6","Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf","Unf",840,"GasA","Gd","N","SBrkr",1605,"0","0","2","0","3","2","TA","8","Typ","0","NoFirePlc","Detchd","Unf","1",379,"TA","TA","Y",0,0,202,0,0,0,"NoPool","NoFence","None",0,"5","2010","WD","Normal",107400,"104","69"
"76",76,"180","RM",21,1596,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl","4","5","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf",462,"GasA","TA","Y","SBrkr",988,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","BuiltIn","Unf","1",297,"TA","TA","Y",120,101,0,0,0,0,"NoPool","GdWo","None",0,"11","2009","WD","Normal",91000,"46","46"
"77",77,"20","RL",69,8475,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","7","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",952,"GasA","Ex","Y","FuseA",952,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","1",283,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"4","2008","WD","Normal",135750,"63","63"
"78",78,"50","RM",50,8635,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","GLQ",672,"GasA","TA","Y","SBrkr",1285,"1","0","1","0","2","1","TA","6","Min1","0","NoFirePlc","Detchd","Unf","1",240,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,"1","2008","WD","Normal",127000,"71","18"
"79",79,"90","RL",72,10778,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story","4","5","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",1768,"GasA","TA","N","SBrkr",1768,"0","0","2","0","4","2","TA","8","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"4","2010","WD","Normal",136500,"51","51"
"80",80,"50","RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","5","6","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf",440,"GasA","Gd","Y","SBrkr",1230,"0","0","1","1","2","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","2",440,"TA","TA","Y",74,0,128,0,0,0,"NoPool","MnPrv","None",0,"5","2009","WD","Normal",110000,"109","38"
"81",81,"60","RL",100,13000,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story","6","6","Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec","Unf",896,"GasA","TA","Y","SBrkr",2142,"0","0","2","1","4","1","Gd","8","Typ","1","Gd","Attchd","Fin","1",509,"TA","TA","Y",0,72,0,0,252,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",193500,"51","51"
"82",82,"120","RM",32,4500,"Pave","No Alley","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ","Unf",1237,"GasA","Ex","Y","SBrkr",1337,"1","0","2","0","2","1","TA","5","Typ","0","NoFirePlc","Attchd","Fin","2",405,"TA","TA","Y",0,199,0,0,0,0,"NoPool","NoFence","None",0,"3","2006","WD","Normal",153500,"21","21"
"83",83,"20","RL",78,10206,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",1563,"GasA","Ex","Y","SBrkr",1563,"0","0","2","0","3","1","Gd","6","Typ","1","Gd","Attchd","RFn","3",758,"TA","TA","Y",144,99,0,0,0,0,"NoPool","NoFence","None",0,"10","2008","WD","Normal",245000,"12","12"
"84",84,"20","RL",80,8892,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf","Unf",1065,"GasA","Gd","Y","SBrkr",1065,"0","0","1","1","3","1","TA","6","Typ","0","NoFirePlc","Detchd","Unf","2",461,"TA","TA","Y",74,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2007","COD","Normal",126500,"59","59"
"85",85,"80","RL",69,8530,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf","Unf",384,"GasA","Gd","Y","SBrkr",1474,"0","0","2","1","3","1","TA","7","Typ","1","TA","BuiltIn","Fin","2",400,"TA","TA","Y",120,72,0,0,0,0,"NoPool","NoFence","Shed",700,"5","2009","WD","Normal",168500,"24","23"
"86",86,"60","RL",121,16059,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5","Hip","CompShg","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf","Unf",1288,"GasA","Ex","Y","SBrkr",2417,"0","0","2","1","4","1","Gd","9","Typ","1","TA","Attchd","Unf","2",462,"TA","TA","Y",127,82,0,0,0,0,"NoPool","NoFence","None",0,"4","2006","WD","Normal",260000,"28","27"
"87",87,"60","RL",122,11911,"Pave","No Alley","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",684,"GasA","Ex","Y","SBrkr",1560,"0","0","2","1","3","1","Gd","6","Typ","1","Gd","BuiltIn","Fin","2",400,"TA","TA","Y",100,38,0,0,0,0,"NoPool","NoFence","None",0,"3","2009","WD","Normal",174000,"14","14"
"88",88,"160","FV",40,3951,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",612,"GasA","Ex","Y","SBrkr",1224,"0","0","2","1","2","1","Gd","4","Typ","0","NoFirePlc","Detchd","RFn","2",528,"TA","TA","Y",0,234,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","New","Partial",164500,"10","10"
"89",89,"50","C (all)",105,8470,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin","3","2","Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf","Unf",1013,"GasA","TA","N","SBrkr",1526,"0","0","1","0","2","1","Fa","6","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",0,0,156,0,0,0,"NoPool","MnPrv","None",0,"10","2009","ConLD","Abnorml",85000,"104","37"
"90",90,"20","RL",60,8070,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","4","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",990,"GasA","Ex","Y","SBrkr",990,"1","0","1","0","3","1","TA","5","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"8","2007","WD","Normal",123600,"25","24"
"91",91,"20","RL",60,7200,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","5","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","NoBase","NoBase","NoBase","NoBase","NoBase",0,"GasA","TA","Y","FuseA",1040,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","2",420,"TA","TA","Y",0,29,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",109900,"69","69"
"92",92,"20","RL",85,8500,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","3","Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec","Unf",1235,"GasA","TA","Y","SBrkr",1235,"0","0","1","0","2","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","2",480,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,"12","2006","WD","Abnorml",98600,"58","58"
"93",93,"30","RL",80,13360,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ","Unf",876,"GasA","Ex","Y","SBrkr",964,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","2",432,"TA","TA","Y",0,0,44,0,0,0,"NoPool","NoFence","None",0,"8","2009","WD","Normal",163500,"98","13"
"94",94,"190","C (all)",60,7200,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf","6","6","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec","Unf",1214,"GasW","Ex","N","SBrkr",2291,"0","1","2","0","4","2","TA","9","Typ","1","Gd","Detchd","Unf","2",506,"TA","TA","Y",0,0,0,0,99,0,"NoPool","NoFence","None",0,"11","2007","WD","Normal",133900,"109","21"
"95",95,"60","RL",69,9337,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ","Unf",824,"GasA","Ex","Y","SBrkr",1786,"1","0","2","1","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",684,"TA","TA","Y",0,162,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",204750,"22","22"
"96",96,"60","RL",69,9765,"Pave","No Alley","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","8","Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ","Unf",680,"GasA","Gd","Y","SBrkr",1470,"0","0","2","1","3","1","TA","6","Typ","1","TA","BuiltIn","Fin","2",420,"TA","TA","Y",232,63,0,0,0,0,"NoPool","NoFence","Shed",480,"4","2009","WD","Normal",185000,"26","26"
"97",97,"20","RL",78,10264,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ","Unf",1588,"GasA","Ex","Y","SBrkr",1588,"0","0","2","0","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",472,"TA","TA","Y",158,29,0,0,0,0,"NoPool","NoFence","None",0,"8","2006","WD","Normal",214000,"20","20"
"98",98,"20","RL",73,10921,"Pave","No Alley","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","5","Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec","Unf",960,"GasA","TA","Y","FuseF",960,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Fin","1",432,"TA","TA","P",120,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",94750,"54","54"
"99",99,"30","RL",85,10625,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ","Unf",458,"GasA","Fa","N","SBrkr",835,"0","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Basment","Unf","1",366,"Fa","TA","Y",0,0,77,0,0,0,"NoPool","NoFence","Shed",400,"5","2010","COD","Abnorml",83000,"99","69"
"100",100,"20","RL",77,9320,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","5","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",950,"GasA","Fa","Y","SBrkr",1225,"1","0","1","1","3","1","TA","6","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",352,0,0,0,0,0,"NoPool","NoFence","Shed",400,"1","2010","WD","Normal",128950,"60","60"
"101",101,"20","RL",69,10603,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","6","7","Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ","Unf",1610,"GasA","Gd","Y","SBrkr",1610,"1","0","2","0","3","1","Gd","6","Typ","2","TA","Attchd","RFn","2",480,"TA","TA","Y",168,68,0,0,0,0,"NoPool","NoFence","None",0,"2","2010","WD","Normal",205000,"42","18"
